# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	234938
#@/user_id	719dad4c-c9d9-4b1c-b8ec-191ba8a2c940
chu shi hua 	初始化	c=24 d=1.00555e-06 t=234932
chu shu 	除數	c=1 d=2.89021e-45 t=234932
chu tao 	出逃	c=1 d=1 t=137688
chu wen ti 	出問題	c=7 d=0.00130051 t=234932
chu xian 	出現	c=46 d=0.198891 t=234932
chu xing 	出行	c=2 d=8.84997e-93 t=234932
chu xu 	儲蓄	c=2 d=1.90937 t=233986
chu xue 	出血	c=4 d=1.32428e-72 t=234932
chu yu 	處於	c=1 d=1.37563e-46 t=234932
chu zai na 	出在哪	c=2 d=1 t=212551
chu zhi 	處置	c=1 d=4.46147e-35 t=234932
chu zhong 	初中	c=2 d=1.14571e-12 t=234932
chuan 	串	c=6 d=7.79199e-07 t=234932
chuan 	傳	c=172 d=0.280344 t=234932
chuan 	川	c=8 d=2.55416e-32 t=234932
chuan 	穿	c=27 d=1.15391 t=234932
chuan bo 	傳播	c=7 d=1.34186e-35 t=234932
chuan bu guo qi 	喘不過氣	c=1 d=1 t=215430
chuan cai 	川菜	c=1 d=2.08195e-127 t=234932
chuan can shu 	傳參數	c=3 d=5.20681e-29 t=234932
chuan chu 	傳出	c=1 d=1 t=215397
chuan chu men 	傳出門	c=1 d=1 t=152809
chuan chuan 	穿穿	c=1 d=1 t=134158
chuan dao 	傳到	c=2 d=1.73532e-14 t=234932
chuan di 	傳遞	c=15 d=4.05934e-12 t=234932
chuan gei 	傳給	c=1 d=1 t=128821
chuan gei ni 	傳給你	c=2 d=3.67492e-18 t=234932
chuan ji 	傳記	c=5 d=2.40173e-14 t=234932
chuan kou 	串口	c=0 d=3.87466e-24 t=234932
chuan le 	傳了	c=1 d=4.57286e-31 t=234932
chuan le 	穿了	c=2 d=5.39193e-87 t=234932
chuan mei 	傳媒	c=1 d=1 t=190290
chuan ran 	傳染	c=5 d=2.19234e-29 t=234932
chuan ran li 	傳染力	c=1 d=8.62412e-83 t=234932
chuan ru 	傳入	c=32 d=0.258076 t=234932
chuan shan jia 	穿山甲	c=1 d=0.00200924 t=234932
chuan shang 	穿上	c=1 d=1 t=139794
chuan shang qu 	傳上去	c=1 d=1 t=175318
chuan shu 	傳輸	c=2 d=2.26418e-26 t=234932
chuan shuo 	傳說	c=2 d=1 t=155660
chuan suo 	穿梭	c=2 d=0.000508015 t=234932
chuan tong xue 	傳同學	c=1 d=2.54142e-32 t=234932
chuan tou 	穿透	c=2 d=0.128093 t=234932
chuan xiao 	傳銷	c=1 d=1 t=136831
chuan xie 	穿鞋	c=1 d=1.54366e-137 t=234932
chuan yue 	穿越	c=1 d=6.46452e-45 t=234932
chuan zhi 	傳值	c=2 d=1.77345e-05 t=234932
chuang 	創	c=1 d=0.000365224 t=234932
chuang 	撞	c=1 d=1 t=196239
chuang 	牀	c=11 d=4.7375e-06 t=234932
chuang 	窗	c=2 d=0.786628 t=234932
chuang dan 	牀單	c=1 d=2.55731e-164 t=234932
chuang di xia 	牀底下	c=1 d=1.36459e-10 t=234932
chuang jian 	創建	c=582 d=1.3569 t=234932
chuang jian ren 	創建人	c=4 d=5.7189e-15 t=234932
chuang kou 	窗口	c=24 d=0.0189836 t=234932
chuang li 	創立	c=1 d=1 t=206254
chuang shang 	牀上	c=4 d=0.199888 t=234932
chuang tou 	牀頭	c=1 d=1.54402e-81 t=234932
chuang wai 	窗外	c=2 d=4.41332e-25 t=234932
chuang xin 	創新	c=4 d=0.0378169 t=234932
chuang ye 	創業	c=1 d=4.79327e-26 t=234932
chui 	吹	c=9 d=1.36459e-10 t=234932
chui 	鎚	c=1 d=1.75952e-118 t=234932
chui feng ji 	吹風機	c=1 d=1 t=198110
chui niu bi 	吹牛逼	c=3 d=9.85783e-09 t=234932
chui yang liu 	垂楊柳	c=1 d=1 t=154593
chui zhi 	垂直	c=9 d=6.70877e-07 t=234932
chui zi 	錘子	c=14 d=0.1764 t=234932
chui zi 	🔨	c=1 d=4.40957e-15 t=234932
chun 	純	c=12 d=3.38892e-06 t=234932
chun 	蠢	c=3 d=0.00117088 t=234932
chun 	醇	c=1 d=0.00763509 t=234932
chun bai 	純白	c=1 d=2.08216e-40 t=234932
chun jie 	純潔	c=1 d=4.11232e-135 t=234932
chun nuan hua kai 	春暖花開	c=1 d=5.5087e-45 t=234932
chun qing 	純情	c=1 d=1 t=138380
chun se 	春色	c=1 d=5.56235e-12 t=234932
chun se 	純色	c=2 d=1.12085e-11 t=234932
chun tian 	春天	c=1 d=1 t=144108
chun yin yue 	純音樂	c=1 d=1.19292e-134 t=234932
chuo 	戳	c=4 d=4.13025e-98 t=234932
ci 	刺	c=2 d=1.61773e-12 t=234932
ci 	次	c=71 d=0.405698 t=234932
ci 	此	c=15 d=0.0238732 t=234932
ci 	磁	c=1 d=3.84186e-70 t=234932
ci 	詞	c=14 d=0.774916 t=234932
ci dian 	詞典	c=1 d=1 t=187800
ci fu 	賜福	c=1 d=1 t=150530
ci gen 	詞根	c=1 d=1 t=167724
ci hui 	詞彙	c=3 d=0.0557106 t=234932
ci ji 	刺激	c=10 d=0.0117959 t=234932
ci ke 	刺客	c=1 d=4.81585e-140 t=234932
ci ke 	此刻	c=2 d=4.79519e-140 t=234932
ci ke xin tiao 	刺客信條	c=1 d=4.11132e-44 t=234932
ci la 	刺啦	c=0 d=1.37166e-13 t=234932
ci la ci la 	刺啦刺啦	c=2 d=3.05388e-12 t=234932
ci pan 	磁盤	c=3 d=1.99005 t=218576
ci pin 	詞頻	c=2 d=1.76942 t=234932
ci qu 	詞曲	c=1 d=6.35642e-170 t=234932
ci shu 	次數	c=39 d=0.000310931 t=234932
ci wo 	次卧	c=3 d=1.73574e-06 t=234932
ci yan 	刺眼	c=1 d=1 t=199559
ci yao 	次要	c=3 d=1.31378e-161 t=234932
ci yu 	詞語	c=2 d=1.9802 t=203352
ci yun tu 	詞雲圖	c=6 d=8.07365e-13 t=234932
ci zhi 	辭職	c=3 d=4.30289e-21 t=234932
class 	class	c=2 d=1.55159e-17 t=234932
cmd 	⌘	c=1 d=4.87815e-56 t=234932
cong 	從	c=75 d=0.0345473 t=234932
cong 	聰	c=15 d=5.16395e-20 t=234932
cong 	蔥	c=1 d=8.3687e-141 t=234932
cong bei dao nan 	從北到南	c=1 d=1 t=147018
cong cong 	聰聰	c=53 d=0.933737 t=234932
cong dian qi 	從電器	c=1 d=5.16307e-18 t=234932
cong ding xiang 	從定向	c=2 d=1.67592e-16 t=234932
cong fu 	從父	c=1 d=9.03307e-128 t=234932
cong jin tian 	從今天	c=1 d=1 t=164114
cong ju 	從句	c=2 d=1.89475e-48 t=234932
cong lai 	從來	c=4 d=1.70501e-42 t=234932
cong lai de 	從來的	c=1 d=2.88483e-170 t=234932
cong ming 	聰明	c=11 d=3.55556e-05 t=234932
cong na li 	從哪裏	c=1 d=3.01605e-17 t=234932
cong qi 	從其	c=1 d=1 t=198801
cong shang tu 	從上圖	c=4 d=1.95085e-09 t=234932
cong song 	從頌	c=1 d=1 t=209917
cong tian shang 	從天上	c=1 d=1 t=138698
cong wo 	從我	c=1 d=1.64974e-66 t=234932
cong xiao 	從小	c=1 d=1 t=212492
cong xin 	從新	c=15 d=3.69083e-10 t=234932
cong xin ji suan 	從新計算	c=1 d=2.9043e-14 t=234932
cong zhe ge 	從這個	c=1 d=3.46928e-17 t=234932
cong zuo tian 	從昨天	c=1 d=1 t=159622
cou 	湊	c=1 d=7.63541e-121 t=234932
cou he 	湊合	c=3 d=4.86985e-37 t=234932
cou he yong 	湊合用	c=1 d=4.89426e-36 t=234932
cu 	粗	c=11 d=1.49849e-23 t=234932
cu 	醋	c=5 d=9.90555e-07 t=234932
cu a 	粗啊	c=1 d=2.0921e-96 t=234932
cu bao 	粗暴	c=1 d=1 t=155500
cu huo 	促活	c=2 d=0.1 t=147269
cu jin 	促進	c=2 d=1.17996e-35 t=234932
cu si 	猝死	c=1 d=7.96377e-87 t=234932
cu wu 	粗惡	c=1 d=3.72134e-48 t=234932
cuan gai 	篡改	c=1 d=4.11846e-35 t=234932
cui 	催	c=19 d=1.25506e-18 t=234932
cui 	翠	c=1 d=3.96451e-28 t=234932
cui hui 	摧毀	c=1 d=2.50318e-177 t=234932
cui hun 	催婚	c=1 d=1 t=211818
cui pi 	脆皮	c=1 d=1 t=140818
cui qing 	催情	c=1 d=2.57213e-85 t=234932
cui ruo 	脆弱	c=3 d=1.27402e-46 t=234932
cui wa 	崔娃	c=1 d=6.1929e-40 t=234932
cun 	存	c=35 d=0.0295994 t=234932
cun 	寸	c=7 d=7.97455e-07 t=234932
cun 	村	c=10 d=5.51844e-07 t=234932
cun chu 	存儲	c=14 d=3.25604e-06 t=234932
cun dang 	存檔	c=1 d=2.36575e-101 t=234932
cun fang 	存放	c=5 d=0.19205 t=234932
cun kuan 	存款	c=3 d=9.2332e-05 t=234932
cun qian 	存錢	c=1 d=5.38128e-05 t=234932
cun ru 	存入	c=1 d=2.89671e-42 t=234932
cun shang chun shu 	村上春樹	c=20 d=0.514274 t=234932
cun shang chun shu ce shi 	村上春樹測試	c=1 d=4.8155e-51 t=234932
cun shang chun shu cuo 	村上春樹錯	c=1 d=4.83964e-51 t=234932
cun wei hui 	村委會	c=1 d=5.91757e-05 t=234932
cun zai 	存在	c=40 d=0.000237581 t=234932
cun zai yu 	存在於	c=1 d=1 t=191137
cuo 	搓	c=1 d=2.98289e-34 t=234932
cuo 	撮	c=1 d=5.77544e-160 t=234932
cuo 	錯	c=134 d=2.14163 t=234932
cuo bie zi 	錯別字	c=4 d=1 t=200111
cuo guo 	錯過	c=2 d=1.48793e-28 t=234932
cuo luan 	錯亂	c=1 d=2.49975e-14 t=234932
cuo wei 	錯位	c=1 d=7.03519e-99 t=234932
cuo wu 	❌	c=2 d=1.99501 t=160463
cuo wu 	錯誤	c=207 d=0.308819 t=234932
cuo wu chi chi chi chi chi 	錯誤叱吒叱叱吒	c=1 d=1 t=209457
cuo zao 	搓澡	c=3 d=1.76798e-145 t=234932
cuo zao jin 	搓澡巾	c=1 d=3.10463e-34 t=234932
d e v 	dev	c=1 d=1 t=145490
da 	噠	c=4 d=1 t=233601
da 	大	c=171 d=1.10597 t=234932
da 	打	c=199 d=0.119159 t=234932
da 	搭	c=5 d=1.99005 t=218556
da 	答	c=1 d=3.47153e-54 t=234932
da 	達	c=9 d=0.0256892 t=234932
da an 	答案	c=6 d=8.8967e-08 t=234932
da bai 	大白	c=2 d=1 t=212012
da bai chui 	大擺錘	c=2 d=6.27517e-17 t=234932
da bai tui 	大白腿	c=1 d=2.24609e-108 t=234932
da ban 	打扮	c=2 d=2.87249e-149 t=234932
da ban nian 	大半年	c=2 d=2.13975e-155 t=234932
da bao 	打包	c=136 d=0.160135 t=234932
da bao jian 	大保健	c=1 d=5.41953e-147 t=234932
da bao versions 	打包Versions	c=1 d=6.95385e-168 t=234932
da bei 	大杯	c=1 d=1 t=184297
da bian 	答辯	c=3 d=2.22933e-20 t=234932
da biao 	打標	c=0 d=0.1 t=127914
da biao 	達標	c=1 d=1 t=145608
da biao xu qiu 	打標需求	c=1 d=1 t=127915
da bing 	大冰	c=2 d=2.22646e-144 t=234932
da bing 	大餅	c=1 d=3.02231e-12 t=234932
da bu da 	大不大	c=1 d=1 t=160133
da bu dao 	達不到	c=2 d=6.29665e-19 t=234932
da bu fen 	大部分	c=7 d=8.24885e-89 t=234932
da bu kai 	打不開	c=16 d=3.30705e-33 t=234932
da bu shang lai 	答不上來	c=2 d=4.81098e-17 t=234932
da chang 	大廠	c=5 d=0.279431 t=234932
da che 	打車	c=27 d=1.84034 t=234932
da cong 	大蔥	c=2 d=1.45258e-98 t=234932
da cong ming 	大聰明	c=6 d=2.69418e-101 t=234932
da cuo 	打錯	c=3 d=8.50667e-10 t=234932
da cuo zi 	打錯字	c=1 d=1 t=155588
da da 	大大	c=1 d=0.1 t=204197
da dao 	大道	c=2 d=2.07996e-57 t=234932
da dao 	達到	c=2 d=6.60565e-05 t=234932
da di 	大帝	c=1 d=1.31447e-11 t=234932
da di gua 	大地瓜	c=1 d=1 t=215449
da dian 	大點	c=1 d=7.81215e-08 t=234932
da dian hua 	打電話	c=21 d=5.97704e-05 t=234932
da die 	大跌	c=6 d=1.7649e-07 t=234932
da duan 	打斷	c=2 d=7.41197e-07 t=234932
da dui 	打對	c=1 d=1.55109e-164 t=234932
da duo shi 	大多是	c=2 d=0.0202419 t=234932
da duo shu 	大多數	c=1 d=1.5117e-39 t=234932
da duo shu xin xi 	大多數信息	c=1 d=1.51928e-38 t=234932
da er wen 	達爾文	c=1 d=1 t=141947
da fa 	大法	c=1 d=1.45599e-155 t=234932
da fa 	打法	c=1 d=1.30655e-175 t=234932
da fei ji 	打飛機	c=1 d=1.34007e-32 t=234932
da fen 	大糞	c=1 d=1 t=186745
da fen 	打分	c=0 d=0.1 t=183656
da fen ka 	打分卡	c=3 d=2.91751 t=183671
da fen qi 	達芬奇	c=1 d=1 t=179072
da fu 	大幅	c=0 d=1.32012e-33 t=234932
da fu 	答覆	c=2 d=3.3138e-07 t=234932
da fu er usb hui 	大幅二USB回	c=1 d=1.32674e-32 t=234932
da gai 	大概	c=85 d=1.79127e-05 t=234932
da gai le 	大概了	c=1 d=4.91832e-123 t=234932
da gai lv 	大概率	c=10 d=0.882497 t=234932
da gai xu yao 	大概需要	c=1 d=1 t=142872
da ge 	大哥	c=5 d=1.64469e-30 t=234932
da ge 	打個	c=2 d=8.78067e-30 t=234932
da ge che 	打個車	c=1 d=2.40511e-148 t=234932
da ge ka 	打個卡	c=2 d=0.2334 t=234932
da ge zhe 	打個折	c=1 d=2.09765e-39 t=234932
da gong 	打工	c=10 d=4.82751e-05 t=234932
da gong ren 	打工人	c=3 d=1 t=222372
da guang gun 	打光棍	c=1 d=5.54256e-117 t=234932
da guo 	打過	c=2 d=1.45144e-30 t=234932
da guo zhao hu 	打過招呼	c=1 d=1 t=174469
da hai zi 	大孩子	c=1 d=1.02763e-144 t=234932
da hao 	打好	c=2 d=2.11529e-108 t=234932
da hu lu 	打呼嚕	c=1 d=6.8942e-08 t=234932
da hua 	大話	c=2 d=1.22678e-132 t=234932
da huang 	大黃	c=4 d=0.000703108 t=234932
da huang gua 	大黃瓜	c=1 d=1 t=172060
da hui 	大會	c=1 d=1.1398e-10 t=234932
da hui 	打灰	c=1 d=1 t=135622
da huo 	大火	c=1 d=1.51123e-05 t=234932
da huo 	搭夥	c=1 d=3.09516e-145 t=234932
da ji ji 	大雞雞	c=2 d=1.89462e-157 t=234932
da ji tian 	打幾天	c=1 d=1.69669e-102 t=234932
da ji zhe 	打幾折	c=1 d=5.64335e-35 t=234932
da jia 	大家	c=32 d=0.0916297 t=234932
da jia 	打架	c=3 d=3.84251e-72 t=234932
da jia hao 	大家好	c=2 d=2.53667e-10 t=234932
da jian 	搭建	c=9 d=1.41558e-16 t=234932
da jiao dao 	打交道	c=2 d=4.50839e-31 t=234932
da jie 	打劫	c=1 d=1.58241e-17 t=234932
da jie da 	大姐大	c=1 d=4.4571e-141 t=234932
da jin lai 	打進來	c=1 d=4.95809e-12 t=234932
da ka 	打卡	c=33 d=1.11128e-06 t=234932
da kai 	打開	c=88 d=0.843075 t=234932
da kai shi 	打開時	c=1 d=4.85645e-33 t=234932
da ke bu bi 	大可不必	c=1 d=1.58623e-16 t=234932
da lan qiu 	打籃球	c=2 d=8.6278e-132 t=234932
da lang 	大朗	c=1 d=5.81404e-62 t=234932
da lao 	大佬	c=110 d=0.164474 t=234932
da lao men 	大佬們	c=7 d=0.0669154 t=234932
da lian 	大連	c=2 d=1.66978e-61 t=234932
da lian 	打臉	c=2 d=1.21536e-118 t=234932
da lian meng 	大聯盟	c=1 d=1.33095e-128 t=234932
da liang 	大量	c=9 d=1.84137e-06 t=234932
da lu 	大陸	c=1 d=1.10293e-123 t=234932
da ma 	大媽	c=1 d=7.59006e-52 t=234932
da ma 	大麻	c=1 d=1.8972e-122 t=234932
da ma jiang 	打麻將	c=2 d=3.1179e-175 t=234932
da mao xian 	大冒險	c=1 d=3.16444e-82 t=234932
da meng zi 	打猛子	c=1 d=1 t=202465
da mie 	噠咩	c=3 d=1.09039e-18 t=234932
da mo 	打磨	c=0 d=4.26965e-19 t=234932
da mo shi jian 	打磨時間	c=2 d=8.66879e-18 t=234932
da nai zi 	大奶子	c=1 d=1.38999e-168 t=234932
da nao 	大腦	c=2 d=4.81402e-18 t=234932
da niu 	大牛	c=1 d=1.7027e-26 t=234932
da pan 	大盤	c=3 d=0.0197421 t=234932
da pang zi 	大胖子	c=1 d=5.34066e-151 t=234932
da pen ti 	打噴嚏	c=2 d=4.57304e-149 t=234932
da peng 	大棚	c=1 d=0.00653881 t=234932
da pi 	大皮	c=0 d=9.57502e-138 t=234932
da pi bian zi 	大皮鞭子	c=1 d=9.62302e-137 t=234932
da ping 	大屏	c=5 d=6.286e-07 t=234932
da qi 	大氣	c=4 d=1.25977e-129 t=234932
da qi wu ran 	大氣污染	c=0 d=2.55687e-163 t=234932
da qi wu ran da zhang fu vs fa 	大氣污染大丈夫ζ*'ヮ')ζ發	c=1 d=2.56969e-162 t=234932
da qian 	打錢	c=2 d=6.55664e-35 t=234932
da qing 	大清	c=1 d=1 t=189489
da quan 	大全	c=3 d=5.1879e-45 t=234932
da qun 	大羣	c=2 d=7.40164e-20 t=234932
da rao 	打擾	c=6 d=1.38521e-10 t=234932
da ren 	達人	c=3 d=1.31074e-25 t=234932
da ruan kao 	打软考	c=1 d=1.06108e-21 t=234932
da sa 	搭撒	c=6 d=1.82746e-06 t=234932
da sa de 	搭撒的	c=1 d=1.83662e-05 t=234932
da sai 	大賽	c=0 d=0.1 t=224325
da san 	大三	c=2 d=1.95123 t=190963
da sao 	打掃	c=1 d=4.24736e-74 t=234932
da se er 	大瑟爾	c=1 d=1.13574e-115 t=234932
da shang 	打上	c=1 d=1 t=215361
da shen 	大神	c=3 d=5.16659e-26 t=234932
da sheng 	大勝	c=1 d=7.69984e-161 t=234932
da sheng 	大聖	c=2 d=1.72971e-118 t=234932
da sheng 	大聲	c=4 d=4.14628e-26 t=234932
da shi 	大事	c=1 d=1 t=153793
da shi 	大師	c=4 d=5.21004e-08 t=234932
da shi dai 	大時代	c=4 d=0.0946485 t=234932
da shi hua 	大實話	c=1 d=0.0122161 t=234932
da shu da shen 	大叔大婶	c=1 d=0.0120342 t=234932
da shu da shen da shu da shen da su da 	大叔大婶大叔大婶大蘇打	c=1 d=1 t=204213
da shu ju 	大數據	c=7 d=0.928488 t=234932
da shui 	大水	c=1 d=4.8641e-169 t=234932
da si 	大四	c=1 d=1.55431e-159 t=234932
da su da 	大蘇打	c=1 d=0.1 t=214713
da suan 	打算	c=34 d=0.101531 t=234932
da ti 	大體	c=2 d=1.99501 t=179025
da ting 	打聽	c=3 d=1.47007e-33 t=234932
da tong 	打通	c=28 d=5.4332e-64 t=234932
da tu 	大圖	c=1 d=2.33679e-15 t=234932
da tui 	大腿	c=1 d=1.60381e-28 t=234932
da wan 	打完	c=6 d=9.40422e-43 t=234932
da wan shang 	大晚上	c=1 d=5.43818e-158 t=234932
da wen ti 	大問題	c=1 d=2.35498e-18 t=234932
da wo 	打我	c=2 d=1 t=212478
da xi bei 	大西北	c=2 d=5.79595e-175 t=234932
da xiao 	大小	c=42 d=3.92786e-07 t=234932
da xiao xie 	大小寫	c=19 d=0.156453 t=234932
da xie 	大寫	c=11 d=7.17556e-08 t=234932
da xin wen 	大新聞	c=1 d=8.8967e-08 t=234932
da xing 	大興	c=2 d=1.99005 t=178624
da xue 	大學	c=5 d=1.51268e-75 t=234932
da ye 	大爺	c=1 d=3.28655e-145 t=234932
da yi 	大一	c=2 d=1.91118e-32 t=234932
da yi jia 	打一架	c=1 d=2.46951e-106 t=234932
da yi ma 	大姨媽	c=4 d=6.86713e-106 t=234932
da yin 	打印	c=9 d=3.22024e-23 t=234932
da yin chu lai 	打印出來	c=2 d=1.30361e-31 t=234932
da yin ji 	打印機	c=1 d=1 t=143234
da ying 	答應	c=3 d=5.1578e-06 t=234932
da ying wo 	答應我	c=2 d=7.59345e-115 t=234932
da yo xi 	打喲系	c=1 d=3.00746e-101 t=234932
da you xi 	打遊戲	c=19 d=2.71967e-06 t=234932
da yu 	大於	c=15 d=0.000121572 t=234932
da yu 	大雨	c=3 d=5.37061e-08 t=234932
da yu mao qiu 	打羽毛球	c=1 d=8.97513e-23 t=234932
da za 	打雜	c=1 d=1 t=132480
da zao 	打造	c=5 d=0.00673795 t=234932
da zha xie 	大閘蟹	c=1 d=0.000655574 t=234932
da zhan 	大戰	c=1 d=1.60245e-18 t=234932
da zhang 	大漲	c=5 d=4.8966e-71 t=234932
da zhang fu 	大丈夫	c=0 d=2.55687e-163 t=234932
da zhe 	打折	c=5 d=9.03028e-95 t=234932
da zhi 	大致	c=2 d=0.0125881 t=234932
da zhong 	大衆	c=1 d=0.00223168 t=234932
da zhong xiao 	大中小	c=1 d=1.09481e-95 t=234932
da zhou mo 	大週末	c=1 d=2.49203e-07 t=234932
da zhuan 	大專	c=1 d=2.56524e-171 t=234932
da zhuan sheng 	大專生	c=1 d=1 t=133015
da zi 	打字	c=3 d=0.701173 t=234932
da zi jin 	大資金	c=1 d=1 t=209283
dai 	代	c=8 d=1.57232e-30 t=234932
dai 	呆	c=1 d=1 t=198735
dai 	帶	c=88 d=0.511719 t=234932
dai 	待	c=53 d=3.12169e-07 t=234932
dai 	戴	c=9 d=3.29569e-23 t=234932
dai 	袋	c=1 d=1.50396e-154 t=234932
dai 	逮	c=1 d=1 t=133031
dai a 	帶啊	c=1 d=1 t=231807
dai ban 	待辦	c=2 d=1.01857e-40 t=234932
dai biao 	代表	c=12 d=0.186419 t=234932
dai bu chong 	帶補充	c=1 d=6.59918e-111 t=234932
dai bu dai 	帶不帶	c=1 d=1.94344e-23 t=234932
dai bu dong 	帶不動	c=2 d=1.13388e-37 t=234932
dai bu shang 	帶不上	c=1 d=1 t=219464
dai bu xia qu 	待不下去	c=1 d=1 t=214890
dai ce 	待測	c=1 d=1.85665e-15 t=234932
dai ci 	代詞	c=1 d=1 t=203396
dai dai 	呆呆	c=2 d=1 t=147014
dai dai 	帶帶	c=1 d=1 t=147015
dai dai wo 	帶帶我	c=1 d=9.68568e-37 t=234932
dai dong 	帶動	c=1 d=1.63054e-46 t=234932
dai duo 	怠惰	c=2 d=9.28691e-13 t=234932
dai er ji 	帶耳機	c=2 d=6.39202e-157 t=234932
dai fa bu 	待發布	c=5 d=1.5403e-82 t=234932
dai ge 	帶個	c=2 d=5.86168e-11 t=234932
dai gei 	帶給	c=0 d=1.87348e-122 t=234932
dai gei ni men le 	帶給你們了	c=1 d=1.88287e-121 t=234932
dai guo 	帶過	c=1 d=1 t=204053
dai guo qu 	帶過去	c=1 d=3.43768e-27 t=234932
dai hao 	代號	c=3 d=2.97516 t=185779
dai hui 	待會	c=41 d=0.349938 t=234932
dai hui qu 	帶回去	c=1 d=1 t=225542
dai huo 	帶貨	c=3 d=9.9258e-31 t=234932
dai huo 	逮獲	c=0 d=9.82704e-32 t=234932
dai huo gao shou 	逮獲高手	c=1 d=9.8763e-31 t=234932
dai jin quan 	代金券	c=1 d=4.52952e-66 t=234932
dai kai fa 	待開發	c=1 d=4.32579e-54 t=234932
dai kou zhao 	戴口罩	c=3 d=5.90511e-39 t=234932
dai le 	待了	c=1 d=5.44003e-162 t=234932
dai li 	代理	c=39 d=0.25755 t=234932
dai ling 	帶領	c=2 d=1.14135e-26 t=234932
dai ma 	代碼	c=627 d=4.26514 t=234932
dai ma li 	代碼裏	c=1 d=1 t=182354
dai ma liang 	代码量	c=1 d=1 t=162269
dai ma ti jiao 	代碼提交	c=1 d=4.76986e-86 t=234932
dai mai 	代買	c=1 d=1.39116e-31 t=234932
dai ni 	帶你	c=6 d=5.22312e-07 t=234932
dai ni 	待你	c=1 d=2.68888e-166 t=234932
dai ru 	帶入	c=1 d=0.174645 t=234932
dai sen 	戴森	c=1 d=0.00697795 t=234932
dai shang 	帶上	c=8 d=1.81598e-05 t=234932
dai shang 	戴上	c=1 d=1.48849e-150 t=234932
dai shou ji 	帶手機	c=1 d=1.12421e-142 t=234932
dai ti 	代替	c=12 d=1.95019e-05 t=234932
dai ti pin 	代替品	c=1 d=1.05181e-06 t=234932
dai wo 	帶我	c=2 d=2.78872e-95 t=234932
dai wo yi ge 	帶我一個	c=1 d=1 t=132180
dai xin 	帶薪	c=4 d=0.0277367 t=234932
dai xing 	代行	c=1 d=1 t=209960
dai yan se 	帶顏色	c=1 d=1.70596e-166 t=234932
dai you 	帶有	c=3 d=0.000319102 t=234932
dai you hua 	帶優化	c=1 d=9.69927e-171 t=234932
dai yu 	待遇	c=2 d=8.97666e-25 t=234932
dai yu ming 	帶域名	c=1 d=1 t=186552
dai yun 	代孕	c=1 d=2.27538e-84 t=234932
dai zhe 	帶着	c=5 d=0.231078 t=234932
dai zhe 	待着	c=15 d=0.000381062 t=234932
dai zhe 	戴着	c=2 d=1.98109e-131 t=234932
dai zhe ba 	待着吧	c=1 d=1 t=150887
dai zhe er ji 	戴着耳機	c=1 d=2.91789e-157 t=234932
dai zou 	帶走	c=1 d=5.75754e-06 t=234932
dan 	但	c=9 d=7.62316e-14 t=234932
dan 	單	c=20 d=0.211879 t=234932
dan 	膽	c=1 d=4.00316e-142 t=234932
dan 	蛋	c=2 d=1.439e-17 t=234932
dan bai 	蛋白	c=2 d=3.36549e-42 t=234932
dan bai zhi 	蛋白質	c=2 d=3.38236e-42 t=234932
dan ceng 	單層	c=2 d=2.3236e-131 t=234932
dan chi 	彈斥	c=0 d=4.26951e-48 t=234932
dan chun 	單純	c=2 d=2.4934e-131 t=234932
dan ci 	單次	c=1 d=1.11837e-22 t=234932
dan ci 	單詞	c=11 d=0.831104 t=234932
dan dan 	蛋蛋	c=1 d=1 t=136861
dan dian 	單點	c=1 d=8.27214e-34 t=234932
dan dian deng lu 	單點登錄	c=1 d=7.85399e-12 t=234932
dan du 	單獨	c=95 d=0.0164016 t=234932
dan du shi xian 	單獨實現	c=1 d=1 t=174157
dan fan 	但凡	c=2 d=8.71905e-06 t=234932
dan fang mian 	單方面	c=1 d=1 t=133958
dan gao 	蛋糕	c=4 d=0.000120363 t=234932
dan ge 	單個	c=35 d=0.222017 t=234932
dan ge zhi 	單個值	c=1 d=1.39909e-39 t=234932
dan hao 	單號	c=2 d=4.67198e-08 t=234932
dan ji 	單擊	c=1 d=1.35922e-140 t=234932
dan ji 	單機	c=2 d=0.0629761 t=234932
dan jia 	單價	c=1 d=1 t=220126
dan jian 	單間	c=3 d=2.52949e-171 t=234932
dan jiu shi 	但就是	c=1 d=1 t=152436
dan ke 	蛋殼	c=1 d=1.61717e-08 t=234932
dan ma 	但馬	c=1 d=4.33495e-167 t=234932
dan mei 	耽美	c=1 d=1.86439e-152 t=234932
dan mu 	彈幕	c=7 d=9.59209e-37 t=234932
dan na 	但那	c=0 d=2.99979e-72 t=234932
dan na guo qu 	但那過去	c=1 d=3.01482e-71 t=234932
dan na shi 	但那是	c=1 d=3.20203e-162 t=234932
dan ni 	但你	c=0 d=1.05024e-107 t=234932
dan ni shi 	但你是	c=1 d=1.05551e-106 t=234932
dan que 	但卻	c=1 d=1.11219e-45 t=234932
dan ren 	擔任	c=1 d=1 t=174520
dan se 	單色	c=1 d=1.97255e-139 t=234932
dan shen 	單身	c=6 d=2.37865e-18 t=234932
dan shi 	但是	c=410 d=0.989927 t=234932
dan shi bu zhi dao 	但是不知道	c=1 d=1 t=177212
dan shi wo 	但是我	c=2 d=9.32432e-119 t=234932
